,views
2018-09-08,276.031888
2018-09-09,288.702628
2018-09-10,297.806996
2018-09-11,291.024633
2018-09-12,281.205973
2018-09-13,277.716539
2018-09-14,271.886389
2018-09-15,268.872042
2018-09-16,285.290091
2018-09-17,296.707124
2018-09-18,293.961973
2018-09-19,281.313491
2018-09-20,281.778126
2018-09-21,271.938267
2018-09-22,267.361066
2018-09-23,283.354623
2018-09-24,290.24173
2018-09-25,283.004414
2018-09-26,283.165597
2018-09-27,276.919559
2018-09-28,265.628552
2018-09-29,258.355412
2018-09-30,282.147397
2018-10-01,289.269499
2018-10-02,290.469087
2018-10-03,284.459016
2018-10-04,280.129094
2018-10-05,277.692407
2018-10-06,272.021248
2018-10-07,288.026231
2018-10-08,299.940591
2018-10-09,293.859902
2018-10-10,286.860083
2018-10-11,285.800144
2018-10-12,280.380852
2018-10-13,268.53958
2018-10-14,284.685831
2018-10-15,295.712252
2018-10-16,289.695633
2018-10-17,291.316826
2018-10-18,283.819972
2018-10-19,273.396522
2018-10-20,269.505366
2018-10-21,287.371208
2018-10-22,296.095252
2018-10-23,295.228128
2018-10-24,299.337487
2018-10-25,301.341205
2018-10-26,288.995979
2018-10-27,278.572902
2018-10-28,295.852468
2018-10-29,312.246326
2018-10-30,301.493042
2018-10-31,294.793967
2018-11-01,291.545744
2018-11-02,288.934783
2018-11-03,279.208162
2018-11-04,296.89559
2018-11-05,300.642235
2018-11-06,291.248365
2018-11-07,287.559232
2018-11-08,283.534413
2018-11-09,278.112436
2018-11-10,280.762568
2018-11-11,298.719614
2018-11-12,311.840608
2018-11-13,304.888146
2018-11-14,293.655735
2018-11-15,288.508339
2018-11-16,277.448557
2018-11-17,270.398024
2018-11-18,290.970297
2018-11-19,297.448433
2018-11-20,287.897209
2018-11-21,283.101863
2018-11-22,275.772158
2018-11-23,267.794535
2018-11-24,274.941316
2018-11-25,287.153095
2018-11-26,297.001431
2018-11-27,291.723162
2018-11-28,291.382759
2018-11-29,288.190014
2018-11-30,269.966843
2018-12-01,269.088426
2018-12-02,287.298366
2018-12-03,304.641822
2018-12-04,296.026024
2018-12-05,300.848478
2018-12-06,295.238944
2018-12-07,293.663071
2018-12-08,302.55109
2018-12-09,326.683576
2018-12-10,327.035252
2018-12-11,315.379081
2018-12-12,306.180622
2018-12-13,305.264218
2018-12-14,295.552567
2018-12-15,282.382981
2018-12-16,300.201682
2018-12-17,316.359069
2018-12-18,304.531426
2018-12-19,297.787847
2018-12-20,290.375221
2018-12-21,279.031864
2018-12-22,278.425628
2018-12-23,286.573018
2018-12-24,291.005363
2018-12-25,294.782918
2018-12-26,300.965583
2018-12-27,305.502149
2018-12-28,301.813241
2018-12-29,304.253038
2018-12-30,314.870934
2018-12-31,302.878752
2019-01-01,312.601914
2019-01-02,326.949126
2019-01-03,321.689932
2019-01-04,315.004706
2019-01-05,317.146245
2019-01-06,333.180513
2019-01-07,342.244202
2019-01-08,325.989103
2019-01-09,315.919084
2019-01-10,312.925738
2019-01-11,308.030855
2019-01-12,311.05653
2019-01-13,323.122651
2019-01-14,331.391099
2019-01-15,325.564204
2019-01-16,318.047667
2019-01-17,313.508051
2019-01-18,317.510491
2019-01-19,312.722503
2019-01-20,334.792619
2019-01-21,334.636932
2019-01-22,326.482854
2019-01-23,317.800016
2019-01-24,313.064861
2019-01-25,299.614641
2019-01-26,296.418351
2019-01-27,311.411312
2019-01-28,312.245328
2019-01-29,303.57621
2019-01-30,301.980279
2019-01-31,298.057463
2019-02-01,294.783075
2019-02-02,285.853494
2019-02-03,310.057169
2019-02-04,322.61545
2019-02-05,300.060739
2019-02-06,294.300632
2019-02-07,288.631271
2019-02-08,292.32207
2019-02-09,284.884431
2019-02-10,312.192081
2019-02-11,330.141112
2019-02-12,305.915685
2019-02-13,297.965818
2019-02-14,290.9883
2019-02-15,287.655062
2019-02-16,287.306444
2019-02-17,302.829694
2019-02-18,311.558582
2019-02-19,305.730692
2019-02-20,299.141565
2019-02-21,295.474037
2019-02-22,290.411544
2019-02-23,286.692736
2019-02-24,300.871332
2019-02-25,333.673377
2019-02-26,307.512767
2019-02-27,299.159532
2019-02-28,291.39926
2019-03-01,281.825337
2019-03-02,281.585931
2019-03-03,302.39529
2019-03-04,313.267372
2019-03-05,296.821448
2019-03-06,291.010985
2019-03-07,287.737182
2019-03-08,277.788475
2019-03-09,283.562895
2019-03-10,305.264624
2019-03-11,308.391562
2019-03-12,296.922945
2019-03-13,289.114675
2019-03-14,292.4895
2019-03-15,279.020392
2019-03-16,279.908459
2019-03-17,303.826168
2019-03-18,310.729591
2019-03-19,293.862326
2019-03-20,290.586417
2019-03-21,291.530778
2019-03-22,286.456158
2019-03-23,285.923076
2019-03-24,302.945936
2019-03-25,303.473804
2019-03-26,290.341417
2019-03-27,293.395068
2019-03-28,294.222265
2019-03-29,278.193916
2019-03-30,280.096985
2019-03-31,296.148294
2019-04-01,304.511763
2019-04-02,290.394867
2019-04-03,293.96306
2019-04-04,297.69132
2019-04-05,288.23804
2019-04-06,279.028391
2019-04-07,296.741026
2019-04-08,315.311592
2019-04-09,313.514699
2019-04-10,304.948408
2019-04-11,306.233152
2019-04-12,301.65
2019-04-13,293.470259
2019-04-14,318.65521
2019-04-15,322.725319
2019-04-16,313.679547
2019-04-17,299.425985
2019-04-18,287.866552
2019-04-19,284.392194
2019-04-20,277.715218
2019-04-21,294.623113
2019-04-22,307.909493
2019-04-23,301.280502
2019-04-24,299.58898
2019-04-25,298.970715
2019-04-26,293.532962
2019-04-27,287.907307
2019-04-28,300.856191
2019-04-29,294.763594
2019-04-30,289.238397
2019-05-01,291.029845
2019-05-02,288.006244
2019-05-03,279.216829
2019-05-04,273.965951
2019-05-05,289.856849
2019-05-06,297.018844
2019-05-07,285.208172
2019-05-08,295.103126
2019-05-09,283.456178
2019-05-10,278.651924
2019-05-11,281.156132
2019-05-12,293.989961
2019-05-13,297.011582
2019-05-14,290.965537
2019-05-15,280.154867
2019-05-16,280.223192
2019-05-17,276.378539
2019-05-18,272.859659
2019-05-19,285.64282
2019-05-20,291.501601
2019-05-21,287.030691
2019-05-22,286.066414
2019-05-23,295.44419
2019-05-24,278.44746
2019-05-25,269.231241
2019-05-26,288.214072
2019-05-27,296.777669
2019-05-28,299.298508
2019-05-29,291.825175
2019-05-30,286.939625
2019-05-31,279.827001
2019-06-01,268.802915
2019-06-02,283.58887
2019-06-03,285.136573
2019-06-04,280.805702
2019-06-05,277.119706
2019-06-06,276.540657
2019-06-07,281.148162
2019-06-08,278.195207
2019-06-09,290.128907
2019-06-10,300.35078
2019-06-11,292.585502
2019-06-12,293.180071
2019-06-13,290.957222
2019-06-14,284.747956
2019-06-15,277.904384
2019-06-16,292.518778
2019-06-17,296.458295
2019-06-18,287.553122
2019-06-19,278.398832
2019-06-20,281.028561
2019-06-21,276.16664
2019-06-22,274.478514
2019-06-23,286.247001
2019-06-24,294.929499
2019-06-25,286.802023
2019-06-26,280.863534
2019-06-27,267.8932
2019-06-28,269.447649
2019-06-29,259.617123
2019-06-30,280.716105
2019-07-01,289.991471
2019-07-02,288.148886
2019-07-03,288.506864
2019-07-04,284.596552
2019-07-05,275.979764
2019-07-06,281.04692
2019-07-07,308.88138
2019-07-08,308.201269
2019-07-09,305.383389
2019-07-10,299.827244
2019-07-11,294.019473
2019-07-12,287.811265
2019-07-13,284.865348
2019-07-14,300.406076
2019-07-15,294.902705
2019-07-16,288.788619
2019-07-17,287.658913
2019-07-18,288.444794
2019-07-19,286.326182
2019-07-20,283.904055
2019-07-21,304.200492
2019-07-22,300.961395
2019-07-23,293.35276
2019-07-24,294.932589
2019-07-25,290.429816
2019-07-26,277.5539
2019-07-27,284.540418
2019-07-28,298.187059
2019-07-29,295.534539
2019-07-30,298.753413
2019-07-31,284.975776
2019-08-01,276.97562
2019-08-02,273.52077
2019-08-03,270.67917
2019-08-04,286.529333
2019-08-05,297.866167
2019-08-06,294.668447
2019-08-07,290.071182
2019-08-08,285.756621
2019-08-09,280.926162
2019-08-10,277.408267
2019-08-11,290.613285
2019-08-12,289.025563
2019-08-13,287.489981
2019-08-14,281.284736
2019-08-15,278.096083
2019-08-16,283.268223
2019-08-17,288.860413
2019-08-18,309.818374
2019-08-19,300.959491
2019-08-20,293.619467
2019-08-21,295.312099
2019-08-22,296.025362
2019-08-23,289.204023
2019-08-24,284.394693
2019-08-25,296.815326
2019-08-26,299.333762
2019-08-27,298.75971
2019-08-28,296.449239
2019-08-29,294.834069
2019-08-30,286.361686
2019-08-31,285.246298
2019-09-01,296.548832
2019-09-02,298.902066
2019-09-03,297.544907
2019-09-04,287.036811
2019-09-05,285.827792
2019-09-06,271.992026
2019-09-07,274.355652
2019-09-08,300.033073
2019-09-09,298.998995
2019-09-10,290.75835
2019-09-11,292.41489
2019-09-12,291.735837
2019-09-13,286.102444
2019-09-14,279.027012
2019-09-15,296.296404
2019-09-16,303.506933
2019-09-17,299.786995
2019-09-18,301.553744
2019-09-19,294.479616
2019-09-20,290.954026
2019-09-21,287.035184
2019-09-22,310.50442
2019-09-23,316.327149
2019-09-24,304.960205
2019-09-25,307.357159
2019-09-26,297.037745
2019-09-27,293.09126
2019-09-28,292.389952
2019-09-29,307.833203
2019-09-30,306.411979
2019-10-01,302.818715
2019-10-02,302.666184
2019-10-03,302.269646
2019-10-04,299.155503
2019-10-05,296.66453
2019-10-06,308.765682
2019-10-07,311.888963
2019-10-08,310.729874
2019-10-09,306.374044
2019-10-10,310.260265
2019-10-11,309.968451
2019-10-12,306.43843
2019-10-13,325.30477
2019-10-14,331.352342
2019-10-15,326.818059
2019-10-16,341.898107
2019-10-17,312.829274
2019-10-18,307.511209
2019-10-19,297.483886
2019-10-20,317.181674
2019-10-21,329.649722
2019-10-22,330.464705
2019-10-23,310.493936
2019-10-24,304.584901
2019-10-25,286.742586
2019-10-26,283.510291
2019-10-27,292.956882
2019-10-28,309.251344
2019-10-29,292.450295
2019-10-30,296.731999
2019-10-31,304.835472
2019-11-01,300.591661
2019-11-02,299.561467
2019-11-03,311.948968
2019-11-04,320.014368
2019-11-05,311.421633
2019-11-06,301.649576
2019-11-07,305.465343
2019-11-08,299.197111
2019-11-09,296.475357
2019-11-10,305.987406
2019-11-11,320.408583
2019-11-12,327.904948
2019-11-13,321.95897
2019-11-14,312.676538
2019-11-15,299.620332
2019-11-16,296.282247
2019-11-17,315.037556
2019-11-18,314.104544
2019-11-19,321.095614
2019-11-20,318.92793
2019-11-21,302.992815
2019-11-22,299.095167
2019-11-23,296.011146
2019-11-24,323.789877
2019-11-25,333.915692
2019-11-26,308.759714
2019-11-27,301.057402
2019-11-28,294.147011
2019-11-29,290.003114
2019-11-30,301.478838
2019-12-01,318.451733
2019-12-02,310.129265
2019-12-03,317.285266
2019-12-04,311.102117
2019-12-05,300.014209
2019-12-06,290.645719
2019-12-07,293.641577
2019-12-08,309.244196
2019-12-09,317.219599
2019-12-10,306.071509
2019-12-11,315.019913
2019-12-12,297.251931
2019-12-13,294.513879
2019-12-14,295.495321
2019-12-15,311.94345
2019-12-16,312.705415
2019-12-17,328.855629
2019-12-18,331.853139
2019-12-19,305.998607
2019-12-20,290.614823
2019-12-21,289.387001
2019-12-22,303.268686
2019-12-23,299.17568
2019-12-24,284.88043
2019-12-25,281.333834
2019-12-26,290.633895
2019-12-27,296.54731
2019-12-28,298.960227
2019-12-29,309.414913
2019-12-30,321.844883
2019-12-31,287.639064
2020-01-01,301.607319
2020-01-02,317.180685
2020-01-03,317.13236
2020-01-04,317.763166
2020-01-05,336.518174
2020-01-06,339.156212
2020-01-07,326.393482
2020-01-08,314.370583
2020-01-09,314.445982
2020-01-10,316.619346
2020-01-11,315.780645
2020-01-12,332.584291
2020-01-13,333.259609
2020-01-14,330.552462
2020-01-15,320.69566
2020-01-16,320.678334
2020-01-17,309.863416
2020-01-18,306.078279
2020-01-19,330.162376
2020-01-20,334.43058
2020-01-21,317.784272
2020-01-22,317.090826
2020-01-23,312.337635
2020-01-24,309.102373
2020-01-25,305.867025
2020-01-26,323.337725
2020-01-27,338.737556
2020-01-28,321.380281
2020-01-29,309.700994
2020-01-30,307.379686
2020-01-31,297.766535
2020-02-01,291.398979
2020-02-02,310.768149
2020-02-03,319.710638
2020-02-04,311.981999
2020-02-05,318.619483
2020-02-06,312.004552
2020-02-07,303.515886
2020-02-08,323.249419
2020-02-09,326.460121
2020-02-10,339.969953
2020-02-11,314.033484
2020-02-12,310.624271
2020-02-13,305.075023
2020-02-14,300.335647
2020-02-15,305.581585
2020-02-16,325.281635
2020-02-17,321.693764
2020-02-18,317.235032
2020-02-19,313.174467
2020-02-20,309.759357
2020-02-21,296.441193
2020-02-22,296.866306
2020-02-23,314.144249
2020-02-24,312.210556
2020-02-25,304.690441
2020-02-26,300.630011
2020-02-27,301.758893
2020-02-28,293.026603
2020-02-29,295.200965
2020-03-01,318.856731
2020-03-02,310.34811
2020-03-03,307.484816
2020-03-04,304.43165
2020-03-05,301.752304
2020-03-06,298.164587
2020-03-07,289.651461
2020-03-08,309.208029
2020-03-09,310.713053
2020-03-10,304.132367
2020-03-11,300.053858
2020-03-12,287.860709
2020-03-13,278.904252
2020-03-14,287.563627
2020-03-15,307.431226
2020-03-16,287.583759
2020-03-17,284.529003
2020-03-18,287.969083
2020-03-19,293.991687
2020-03-20,303.001687
2020-03-21,316.944483
2020-03-22,330.058752
2020-03-23,314.767056
2020-03-24,322.49938
2020-03-25,322.034836
2020-03-26,329.052739
2020-03-27,331.781862
2020-03-28,343.158521
2020-03-29,366.672604
2020-03-30,346.538299
2020-03-31,339.639055
2020-04-01,345.036778
2020-04-02,363.572164
2020-04-03,362.382283
2020-04-04,377.694714
2020-04-05,386.67876
2020-04-06,372.673683
2020-04-07,358.725797
2020-04-08,361.540096
2020-04-09,373.888317
2020-04-10,387.365535
2020-04-11,374.787811
2020-04-12,389.832466
2020-04-13,386.713177
2020-04-14,370.467129
2020-04-15,360.801393
2020-04-16,363.517985
2020-04-17,370.56647
2020-04-18,384.117144
2020-04-19,392.097332
2020-04-20,383.872298
2020-04-21,380.040469
2020-04-22,376.834595
2020-04-23,373.714228
2020-04-24,369.577352
2020-04-25,380.578938
2020-04-26,400.173009
2020-04-27,390.498991
2020-04-28,377.01824
2020-04-29,384.315863
2020-04-30,382.262497
2020-05-01,366.093368
2020-05-02,378.095335
2020-05-03,389.058822
2020-05-04,375.907168
2020-05-05,372.819343
2020-05-06,367.263558
2020-05-07,358.007361
2020-05-08,355.508228
2020-05-09,369.805146
2020-05-10,374.658096
2020-05-11,361.839912
2020-05-12,356.295399
2020-05-13,351.381993
2020-05-14,351.628007
2020-05-15,344.495323
2020-05-16,344.778221
2020-05-17,359.215559
2020-05-18,356.467834
2020-05-19,348.285397
2020-05-20,343.957885
2020-05-21,335.156968
2020-05-22,332.556996
2020-05-23,347.351011
2020-05-24,344.62584
2020-05-25,350.184433
2020-05-26,343.25963
2020-05-27,339.741259
2020-05-28,333.188866
2020-05-29,325.48516
2020-05-30,329.77976
2020-05-31,341.499973
2020-06-01,328.808773
2020-06-02,327.595575
2020-06-03,325.019889
2020-06-04,326.191687
2020-06-05,321.382287
2020-06-06,325.274332
2020-06-07,346.411414
2020-06-08,337.642371
2020-06-09,329.874515
2020-06-10,331.654381
2020-06-11,330.444012
2020-06-12,323.395733
2020-06-13,316.805801
2020-06-14,335.378851
2020-06-15,325.345291
2020-06-16,324.456791
2020-06-17,317.637783
2020-06-18,318.076624
2020-06-19,315.155655
2020-06-20,315.36508
2020-06-21,324.829153
2020-06-22,318.668474
2020-06-23,307.362199
2020-06-24,304.843975
2020-06-25,301.669575
2020-06-26,298.098618
2020-06-27,312.031192
2020-06-28,321.602866
2020-06-29,315.418728
2020-06-30,306.232246
2020-07-01,301.567444
2020-07-02,304.616009
2020-07-03,303.296129
2020-07-04,324.983901
2020-07-05,325.3623
2020-07-06,322.556817
2020-07-07,315.431586
2020-07-08,315.376829
2020-07-09,314.674268
2020-07-10,308.037079
2020-07-11,317.531346
2020-07-12,321.909509
2020-07-13,325.405783
2020-07-14,314.638513
2020-07-15,306.725849
2020-07-16,307.161161
2020-07-17,314.789174
2020-07-18,318.465022
2020-07-19,328.088707
2020-07-20,318.61139
2020-07-21,312.013356
2020-07-22,306.766065
2020-07-23,307.694204
2020-07-24,304.069906
2020-07-25,314.413358
2020-07-26,329.225053
2020-07-27,321.018133
2020-07-28,312.505368
2020-07-29,305.078014
2020-07-30,302.200188
2020-07-31,293.093582
2020-08-01,298.558746
2020-08-02,316.923236
2020-08-03,301.642936
2020-08-04,301.673561
2020-08-05,305.141101
2020-08-06,296.871668
2020-08-07,288.189222
2020-08-08,291.691744
2020-08-09,315.01956
2020-08-10,309.838462
2020-08-11,306.248503
2020-08-12,307.22569
2020-08-13,302.517914
2020-08-14,304.060771
2020-08-15,306.757386
2020-08-16,320.0327
2020-08-17,307.3736
2020-08-18,301.948372
2020-08-19,304.177572
2020-08-20,302.521436
2020-08-21,301.71094
2020-08-22,301.519025
2020-08-23,319.72998
2020-08-24,310.803675
2020-08-25,307.644892
2020-08-26,304.089116
2020-08-27,303.31772
2020-08-28,298.830818
2020-08-29,314.457197
2020-08-30,310.782652
2020-08-31,307.268207
2020-09-01,292.993516
2020-09-02,299.833922
2020-09-03,297.95282
2020-09-04,289.423501
2020-09-05,292.078401
2020-09-06,309.9592
2020-09-07,315.481158
2020-09-08,306.227994
2020-09-09,305.371203
2020-09-10,304.301247
2020-09-11,310.774573
2020-09-12,309.687449
2020-09-13,325.471427
2020-09-14,325.58876
2020-09-15,315.608413
2020-09-16,316.113986
2020-09-17,305.852936
2020-09-18,298.01936
2020-09-19,308.511956
2020-09-20,322.679191
2020-09-21,328.858688
2020-09-22,316.31533
2020-09-23,318.656776
2020-09-24,310.233776
2020-09-25,300.95363
2020-09-26,305.326009
2020-09-27,320.530845
2020-09-28,314.370902
2020-09-29,308.435585
2020-09-30,302.71004
2020-10-01,297.491705
2020-10-02,294.092738
2020-10-03,295.968913
2020-10-04,310.988409
2020-10-05,314.390414
2020-10-06,319.234554
2020-10-07,326.01939
2020-10-08,322.445182
2020-10-09,314.556187
2020-10-10,314.649225
2020-10-11,327.725466
2020-10-12,339.256168
2020-10-13,319.484413
2020-10-14,320.591226
2020-10-15,322.141669
2020-10-16,317.367327
2020-10-17,313.88619
2020-10-18,324.634153
2020-10-19,329.24543
2020-10-20,317.950422
2020-10-21,319.548655
2020-10-22,317.721073
2020-10-23,303.703654
2020-10-24,317.203875
2020-10-25,326.050816
2020-10-26,326.21826
2020-10-27,326.311806
2020-10-28,325.31217
2020-10-29,319.959819
2020-10-30,313.238534
2020-10-31,310.265432
2020-11-01,324.06394
2020-11-02,332.246069
2020-11-03,331.863648
2020-11-04,354.845527
2020-11-05,333.531657
2020-11-06,328.316042
2020-11-07,339.56866
2020-11-08,367.480152
2020-11-09,344.279866
2020-11-10,339.643355
2020-11-11,339.742773
2020-11-12,337.39292
2020-11-13,322.19196
2020-11-14,318.546217
2020-11-15,342.60354
2020-11-16,336.724255
2020-11-17,333.541208
2020-11-18,334.607969
2020-11-19,335.330496
2020-11-20,326.58605
2020-11-21,327.071395
2020-11-22,342.718527
2020-11-23,338.098401
2020-11-24,323.615229
2020-11-25,324.413478
2020-11-26,319.252872
2020-11-27,312.104388
2020-11-28,322.97659
2020-11-29,336.862988
2020-11-30,329.125568
2020-12-01,314.633169
2020-12-02,314.376703
2020-12-03,316.400721
2020-12-04,310.451153
2020-12-05,319.531433
2020-12-06,335.022634
2020-12-07,331.909421
2020-12-08,322.846018
2020-12-09,320.147288
2020-12-10,315.496668
2020-12-11,316.247427
2020-12-12,321.650014
2020-12-13,336.655524
2020-12-14,338.90517
2020-12-15,318.706155
2020-12-16,326.584857
2020-12-17,308.614514
2020-12-18,306.301192
2020-12-19,305.222076
2020-12-20,320.764286
2020-12-21,308.419905
2020-12-22,305.163975
2020-12-23,300.152536
2020-12-24,292.411425
2020-12-25,296.889167
2020-12-26,319.552715
2020-12-27,335.627774
2020-12-28,329.61643
2020-12-29,324.995439
2020-12-30,319.973683
2020-12-31,303.485802
2021-01-01,320.916982
2021-01-02,342.942096
2021-01-03,348.913976
2021-01-04,335.991143
2021-01-05,331.791204
2021-01-06,331.5602
2021-01-07,328.94986
2021-01-08,326.41122
2021-01-09,335.779438
2021-01-10,350.059568
2021-01-11,342.930347
2021-01-12,337.88124
2021-01-13,335.589992
2021-01-14,333.170355
2021-01-15,321.946195
2021-01-16,326.957646
2021-01-17,342.396882
2021-01-18,339.872367
2021-01-19,330.336727
2021-01-20,344.2832
2021-01-21,331.508596
2021-01-22,323.469988
2021-01-23,327.85111
2021-01-24,347.360633
2021-01-25,336.760332
2021-01-26,331.77666
2021-01-27,330.370457
2021-01-28,322.536174
2021-01-29,318.312428
2021-01-30,326.517038
2021-01-31,339.22742
2021-02-01,340.579862
2021-02-02,327.733774
2021-02-03,335.044562
2021-02-04,326.653859
2021-02-05,319.121401
2021-02-06,325.072702
2021-02-07,342.989898
2021-02-08,340.416749
2021-02-09,323.356858
2021-02-10,317.182967
2021-02-11,322.595434
2021-02-12,318.765255
2021-02-13,325.742587
2021-02-14,342.112736
2021-02-15,335.088757
2021-02-16,328.079385
2021-02-17,331.114729
2021-02-18,332.988685
2021-02-19,335.40168
2021-02-20,330.006919
2021-02-21,347.175839
2021-02-22,345.509691
2021-02-23,336.745521
2021-02-24,337.037139
2021-02-25,334.473546
2021-02-26,318.744471
2021-02-27,319.737168
2021-02-28,338.492349
2021-03-01,341.604678
2021-03-02,328.234939
2021-03-03,320.481151
2021-03-04,317.720859
2021-03-05,317.162671
2021-03-06,317.560595
2021-03-07,336.255281
2021-03-08,333.686595
2021-03-09,322.586627
2021-03-10,323.383823
2021-03-11,320.553529
2021-03-12,309.97756
2021-03-13,316.31455
2021-03-14,341.662279
2021-03-15,337.079848
2021-03-16,319.980306
2021-03-17,317.696171
2021-03-18,317.65517
2021-03-19,314.673791
2021-03-20,311.791462
2021-03-21,320.891857
2021-03-22,318.383954
2021-03-23,314.508184
2021-03-24,321.701621
2021-03-25,326.361792
2021-03-26,313.623533
2021-03-27,316.74566
2021-03-28,342.674241
2021-03-29,327.962787
2021-03-30,312.580732
2021-03-31,314.485844
2021-04-01,314.696144
2021-04-02,317.579547
2021-04-03,325.145429
2021-04-04,326.952313
2021-04-05,337.809201
2021-04-06,326.203486
2021-04-07,321.216765
2021-04-08,319.668832
2021-04-09,330.827484
2021-04-10,328.963627
2021-04-11,339.761794
2021-04-12,331.28087
2021-04-13,323.038101
2021-04-14,320.909029
2021-04-15,316.579453
2021-04-16,315.708497
2021-04-17,327.800661
2021-04-18,336.864743
2021-04-19,328.021462
2021-04-20,324.776428
2021-04-21,319.103474
2021-04-22,317.510339
2021-04-23,313.482177
2021-04-24,314.990803
2021-04-25,332.072626
2021-04-26,334.959234
2021-04-27,315.573926
2021-04-28,313.908861
2021-04-29,310.831049
2021-04-30,305.879778
2021-05-01,310.074207
2021-05-02,321.427226
2021-05-03,329.518899
2021-05-04,316.453482
2021-05-05,316.305362
2021-05-06,311.700007
2021-05-07,310.059042
2021-05-08,311.722273
2021-05-09,322.400956
2021-05-10,327.672044
2021-05-11,321.23218
2021-05-12,318.785676
2021-05-13,310.706076
2021-05-14,314.803798
2021-05-15,309.764095
2021-05-16,326.233236
2021-05-17,328.904892
2021-05-18,320.306743
2021-05-19,309.904967
2021-05-20,311.921932
2021-05-21,305.70139
2021-05-22,305.456576
2021-05-23,334.565836
2021-05-24,331.728808
2021-05-25,321.960612
2021-05-26,320.438194
2021-05-27,317.758091
2021-05-28,313.760955
2021-05-29,321.560628
2021-05-30,327.107038
2021-05-31,321.098013
2021-06-01,316.004515
2021-06-02,319.181211
2021-06-03,311.290159
2021-06-04,303.261685
2021-06-05,289.61865
2021-06-06,309.609402
2021-06-07,315.046421
2021-06-08,302.029278
2021-06-09,301.182357
2021-06-10,299.566034
2021-06-11,295.146233
2021-06-12,292.573132
2021-06-13,304.191512
2021-06-14,304.234855
2021-06-15,293.822377
2021-06-16,289.955735
2021-06-17,303.896926
2021-06-18,290.801957
2021-06-19,292.129254
2021-06-20,300.519918
2021-06-21,300.304853
2021-06-22,294.117399
2021-06-23,295.340368
2021-06-24,294.557545
2021-06-25,289.140853
2021-06-26,292.109164
2021-06-27,307.247279
2021-06-28,310.044814
2021-06-29,314.337264
2021-06-30,316.834474
2021-07-01,325.657505
2021-07-02,315.59065
2021-07-03,321.193498
2021-07-04,326.276552
2021-07-05,330.929285
2021-07-06,333.600269
2021-07-07,338.11721
2021-07-08,317.444763
2021-07-09,305.267364
2021-07-10,296.026188
2021-07-11,329.266188
2021-07-12,321.191635
2021-07-13,313.264683
2021-07-14,310.744358
2021-07-15,310.570389
2021-07-16,304.892647
2021-07-17,307.335303
2021-07-18,319.047647
2021-07-19,314.126138
2021-07-20,313.599233
2021-07-21,307.130157
2021-07-22,315.73439
2021-07-23,324.278081
2021-07-24,315.454719
2021-07-25,328.157219
2021-07-26,325.222226
2021-07-27,319.207475
2021-07-28,313.02578
2021-07-29,313.957121
2021-07-30,315.764037
2021-07-31,318.625355
2021-08-01,333.144561
2021-08-02,320.570013
2021-08-03,312.812429
2021-08-04,312.665692
2021-08-05,313.922147
2021-08-06,308.158272
2021-08-07,319.242436
2021-08-08,332.396017
2021-08-09,302.469142
2021-08-10,309.962748
2021-08-11,312.892036
2021-08-12,311.573083
2021-08-13,309.491447
2021-08-14,305.749004
2021-08-15,320.598768
2021-08-16,319.864252
2021-08-17,316.651558
2021-08-18,310.059524
2021-08-19,313.459563
2021-08-20,312.361291
2021-08-21,306.628644
2021-08-22,315.294411
2021-08-23,312.569778
2021-08-24,314.925772
2021-08-25,310.295229
2021-08-26,307.681301
2021-08-27,307.185802
2021-08-28,305.717359
2021-08-29,321.118926
2021-08-30,323.969656
2021-08-31,321.829469
2021-09-01,306.837186
2021-09-02,305.119537
2021-09-03,298.477284
2021-09-04,302.556145
2021-09-05,314.080179
2021-09-06,321.4163
2021-09-07,316.984419
2021-09-08,312.720017
2021-09-09,310.368096
2021-09-10,300.831923
2021-09-11,306.804077
2021-09-12,319.804295
2021-09-13,317.94237
2021-09-14,329.198849
2021-09-15,345.324904
2021-09-16,318.327567
2021-09-17,313.279064
2021-09-18,303.936316
2021-09-19,314.462163
2021-09-20,315.643134
2021-09-21,308.207929
2021-09-22,296.794118
2021-09-23,290.003452
2021-09-24,287.103536
2021-09-25,289.728153
2021-09-26,298.044169
2021-09-27,300.021109
2021-09-28,294.765522
2021-09-29,290.04658
2021-09-30,288.676379
2021-10-01,282.573759
2021-10-02,289.569615
2021-10-03,311.51369
2021-10-04,307.627683
2021-10-05,298.806068
2021-10-06,295.299885
2021-10-07,289.187177
2021-10-08,285.536374
2021-10-09,288.356987
2021-10-10,305.196097
2021-10-11,303.264244
2021-10-12,293.423279
2021-10-13,291.815733
2021-10-14,296.342415
2021-10-15,294.466931
2021-10-16,290.803319
2021-10-17,304.515842
2021-10-18,307.88004
2021-10-19,293.350841
2021-10-20,290.024933
2021-10-21,290.061283
2021-10-22,285.789454
2021-10-23,285.545557
2021-10-24,298.434372
2021-10-25,306.969548
2021-10-26,302.401224
2021-10-27,300.752618
2021-10-28,296.412615
2021-10-29,295.073539
2021-10-30,288.224837
2021-10-31,299.045244
2021-11-01,299.159759
2021-11-02,304.707081
2021-11-03,292.139826
2021-11-04,284.922743
2021-11-05,281.292182
2021-11-06,276.604923
2021-11-07,297.574926
2021-11-08,295.989931
2021-11-09,298.594477
2021-11-10,287.301336
2021-11-11,288.235658
2021-11-12,283.859793
2021-11-13,287.04484
2021-11-14,304.855123
2021-11-15,304.107156
2021-11-16,288.578229
